time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmean[unit="F"]
2023-03-31T00:00:00Z,31.9555,-109.0744,63.24658966064453
2023-04-01T00:00:00Z,31.9555,-109.0744,63.408531188964844
2023-04-02T00:00:00Z,31.9555,-109.0744,63.05757141113281
2023-04-03T00:00:00Z,31.9555,-109.0744,63.921592712402344
2023-04-04T00:00:00Z,31.9555,-109.0744,64.54254150390625
2023-04-05T00:00:00Z,31.9555,-109.0744,59.90751647949219
2023-04-06T00:00:00Z,31.9555,-109.0744,50.745574951171875
2023-04-07T00:00:00Z,31.9555,-109.0744,55.10154724121094
2023-04-08T00:00:00Z,31.9555,-109.0744,61.338592529296875
2023-04-09T00:00:00Z,31.9555,-109.0744,65.02857208251953
2023-04-10T00:00:00Z,31.9555,-109.0744,64.57856750488281
2023-04-11T00:00:00Z,31.9555,-109.0744,65.7845458984375
2023-04-12T00:00:00Z,31.9555,-109.0744,67.1885986328125
2023-04-13T00:00:00Z,31.9555,-109.0744,68.62857055664062
2023-04-14T00:00:00Z,31.9555,-109.0744,63.20154571533203
2023-04-15T00:00:00Z,31.9555,-109.0744,53.994564056396484
2023-04-16T00:00:00Z,31.9555,-109.0744,57.423561096191406
2023-04-17T00:00:00Z,31.9555,-109.0744,59.394561767578125
2023-04-18T00:00:00Z,31.9555,-109.0744,60.861568450927734
2023-04-19T00:00:00Z,31.9555,-109.0744,55.21855163574219
2023-04-20T00:00:00Z,31.9555,-109.0744,55.461570739746094
2023-04-21T00:00:00Z,31.9555,-109.0744,63.759544372558594
2023-04-22T00:00:00Z,31.9555,-109.0744,68.22355651855469
2023-04-23T00:00:00Z,31.9555,-109.0744,67.17057800292969
2023-04-24T00:00:00Z,31.9555,-109.0744,67.65655517578125
2023-04-25T00:00:00Z,31.9555,-109.0744,63.282569885253906
2023-04-26T00:00:00Z,31.9555,-109.0744,52.89659118652344
2023-04-27T00:00:00Z,31.9555,-109.0744,65.72158813476562
2023-04-28T00:00:00Z,31.9555,-109.0744,68.70053100585938
2023-04-29T00:00:00Z,31.9555,-109.0744,67.95510864257812
2023-04-30T00:00:00Z,31.9555,-109.0744,64.94941711425781
2023-05-01T00:00:00Z,31.9555,-109.0744,63.13145446777344
2023-05-02T00:00:00Z,31.9555,-109.0744,68.1444091796875
2023-05-03T00:00:00Z,31.9555,-109.0744,74.24642944335938
2023-05-04T00:00:00Z,31.9555,-109.0744,74.17446899414062
2023-05-05T00:00:00Z,31.9555,-109.0744,74.82244873046875
2023-05-06T00:00:00Z,31.9555,-109.0744,72.617431640625
2023-05-07T00:00:00Z,31.9555,-109.0744,72.2034683227539
2023-05-08T00:00:00Z,31.9555,-109.0744,70.79946899414062
2023-05-09T00:00:00Z,31.9555,-109.0744,69.75543975830078
2023-05-10T00:00:00Z,31.9555,-109.0744,69.62942504882812
2023-05-11T00:00:00Z,31.9555,-109.0744,67.28944396972656
2023-05-12T00:00:00Z,31.9555,-109.0744,70.27740478515625
2023-05-13T00:00:00Z,31.9555,-109.0744,73.18443298339844
2023-05-14T00:00:00Z,31.9555,-109.0744,73.9854507446289
2023-05-15T00:00:00Z,31.9555,-109.0744,75.48843383789062
2023-05-16T00:00:00Z,31.9555,-109.0744,76.7664794921875
2023-05-17T00:00:00Z,31.9555,-109.0744,75.29046630859375
