time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmax[unit="F"]
2022-11-30T00:00:00Z,31.9555,-109.0744,63.76080322265625
2022-12-01T00:00:00Z,31.9555,-109.0744,65.56080627441406
2022-12-02T00:00:00Z,31.9555,-109.0744,60.160804748535156
2022-12-03T00:00:00Z,31.9555,-109.0744,65.56080627441406
2022-12-04T00:00:00Z,31.9555,-109.0744,69.16080474853516
2022-12-05T00:00:00Z,31.9555,-109.0744,70.96080017089844
2022-12-06T00:00:00Z,31.9555,-109.0744,70.24076080322266
2022-12-07T00:00:00Z,31.9555,-109.0744,69.52076721191406
2022-12-08T00:00:00Z,31.9555,-109.0744,72.22077178955078
2022-12-09T00:00:00Z,31.9555,-109.0744,72.94076538085938
2022-12-10T00:00:00Z,31.9555,-109.0744,71.86080932617188
2022-12-11T00:00:00Z,31.9555,-109.0744,63.40078353881836
2022-12-12T00:00:00Z,31.9555,-109.0744,61.780792236328125
2022-12-13T00:00:00Z,31.9555,-109.0744,67.90078735351562
2022-12-14T00:00:00Z,31.9555,-109.0744,59.44076156616211
2022-12-15T00:00:00Z,31.9555,-109.0744,54.22077178955078
2022-12-16T00:00:00Z,31.9555,-109.0744,59.80078125
2022-12-17T00:00:00Z,31.9555,-109.0744,56.200782775878906
2022-12-18T00:00:00Z,31.9555,-109.0744,59.80078125
2022-12-19T00:00:00Z,31.9555,-109.0744,56.56080627441406
2022-12-20T00:00:00Z,31.9555,-109.0744,52.96080780029297
2022-12-21T00:00:00Z,31.9555,-109.0744,54.94076156616211
2022-12-22T00:00:00Z,31.9555,-109.0744,54.40078353881836
2022-12-23T00:00:00Z,31.9555,-109.0744,49.18079376220703
2022-12-24T00:00:00Z,31.9555,-109.0744,57.280792236328125
2022-12-25T00:00:00Z,31.9555,-109.0744,63.94076156616211
2022-12-26T00:00:00Z,31.9555,-109.0744,61.60078430175781
2022-12-27T00:00:00Z,31.9555,-109.0744,64.12077331542969
2022-12-28T00:00:00Z,31.9555,-109.0744,62.68079376220703
2022-12-29T00:00:00Z,31.9555,-109.0744,61.60078430175781
2022-12-30T00:00:00Z,31.9555,-109.0744,63.40078353881836
2022-12-31T00:00:00Z,31.9555,-109.0744,60.37311553955078
2023-01-01T00:00:00Z,31.9555,-109.0744,61.813148498535156
2023-01-02T00:00:00Z,31.9555,-109.0744,60.73313903808594
2023-01-03T00:00:00Z,31.9555,-109.0744,54.61315155029297
2023-01-04T00:00:00Z,31.9555,-109.0744,61.093162536621094
