time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmin[unit="F"]
2022-11-30T00:00:00Z,31.9555,-109.0744,33.46611404418945
2022-12-01T00:00:00Z,31.9555,-109.0744,31.126136779785156
2022-12-02T00:00:00Z,31.9555,-109.0744,30.046125411987305
2022-12-03T00:00:00Z,31.9555,-109.0744,24.988128662109375
2022-12-04T00:00:00Z,31.9555,-109.0744,32.368141174316406
2022-12-05T00:00:00Z,31.9555,-109.0744,34.16814041137695
2022-12-06T00:00:00Z,31.9555,-109.0744,35.59010314941406
2022-12-07T00:00:00Z,31.9555,-109.0744,38.52410888671875
2022-12-08T00:00:00Z,31.9555,-109.0744,39.24409866333008
2022-12-09T00:00:00Z,31.9555,-109.0744,37.96611404418945
2022-12-10T00:00:00Z,31.9555,-109.0744,38.110145568847656
2022-12-11T00:00:00Z,31.9555,-109.0744,30.748096466064453
2022-12-12T00:00:00Z,31.9555,-109.0744,22.7021484375
2022-12-13T00:00:00Z,31.9555,-109.0744,29.794099807739258
2022-12-14T00:00:00Z,31.9555,-109.0744,32.72810745239258
2022-12-15T00:00:00Z,31.9555,-109.0744,23.728107452392578
2022-12-16T00:00:00Z,31.9555,-109.0744,22.594099044799805
2022-12-17T00:00:00Z,31.9555,-109.0744,31.41419792175293
2022-12-18T00:00:00Z,31.9555,-109.0744,29.506147384643555
2022-12-19T00:00:00Z,31.9555,-109.0744,26.698097229003906
2022-12-20T00:00:00Z,31.9555,-109.0744,30.946125030517578
2022-12-21T00:00:00Z,31.9555,-109.0744,26.086103439331055
2022-12-22T00:00:00Z,31.9555,-109.0744,24.41211700439453
2022-12-23T00:00:00Z,31.9555,-109.0744,18.238128662109375
2022-12-24T00:00:00Z,31.9555,-109.0744,23.17011260986328
2022-12-25T00:00:00Z,31.9555,-109.0744,25.312116622924805
2022-12-26T00:00:00Z,31.9555,-109.0744,37.894100189208984
2022-12-27T00:00:00Z,31.9555,-109.0744,36.634132385253906
2022-12-28T00:00:00Z,31.9555,-109.0744,36.13013458251953
2022-12-29T00:00:00Z,31.9555,-109.0744,31.342126846313477
2022-12-30T00:00:00Z,31.9555,-109.0744,32.00086975097656
2022-12-31T00:00:00Z,31.9555,-109.0744,35.260345458984375
2023-01-01T00:00:00Z,31.9555,-109.0744,34.4323616027832
2023-01-02T00:00:00Z,31.9555,-109.0744,33.42436599731445
2023-01-03T00:00:00Z,31.9555,-109.0744,29.33833122253418
2023-01-04T00:00:00Z,31.9555,-109.0744,29.068342208862305
2023-01-05T00:00:00Z,31.9555,-109.0744,30.41834259033203
2023-01-06T00:00:00Z,31.9555,-109.0744,33.02836608886719
2023-01-07T00:00:00Z,31.9555,-109.0744,37.744354248046875
2023-01-08T00:00:00Z,31.9555,-109.0744,37.00634765625
2023-01-09T00:00:00Z,31.9555,-109.0744,36.41237258911133
2023-01-10T00:00:00Z,31.9555,-109.0744,36.376338958740234
2023-01-11T00:00:00Z,31.9555,-109.0744,39.058319091796875
2023-01-12T00:00:00Z,31.9555,-109.0744,38.50032424926758
2023-01-13T00:00:00Z,31.9555,-109.0744,39.148353576660156
2023-01-14T00:00:00Z,31.9555,-109.0744,38.03236389160156
2023-01-15T00:00:00Z,31.9555,-109.0744,35.71034622192383
2023-01-16T00:00:00Z,31.9555,-109.0744,33.76637268066406
2023-01-17T00:00:00Z,31.9555,-109.0744,30.63433265686035
2023-01-18T00:00:00Z,31.9555,-109.0744,31.606348037719727
2023-01-19T00:00:00Z,31.9555,-109.0744,35.602352142333984
2023-01-20T00:00:00Z,31.9555,-109.0744,31.138330459594727
2023-01-21T00:00:00Z,31.9555,-109.0744,36.95235061645508
2023-01-22T00:00:00Z,31.9555,-109.0744,33.46034622192383
2023-01-23T00:00:00Z,31.9555,-109.0744,31.948352813720703
2023-01-24T00:00:00Z,31.9555,-109.0744,31.966371536254883
2023-01-25T00:00:00Z,31.9555,-109.0744,26.13433265686035
2023-01-26T00:00:00Z,31.9555,-109.0744,24.76637077331543
2023-01-27T00:00:00Z,31.9555,-109.0744,29.212373733520508
2023-01-28T00:00:00Z,31.9555,-109.0744,33.118343353271484
2023-01-29T00:00:00Z,31.9555,-109.0744,31.89435577392578
2023-01-30T00:00:00Z,31.9555,-109.0744,31.67622184753418
2023-01-31T00:00:00Z,31.9555,-109.0744,19.51270866394043
2023-02-01T00:00:00Z,31.9555,-109.0744,22.06873321533203
2023-02-02T00:00:00Z,31.9555,-109.0744,34.938720703125
2023-02-03T00:00:00Z,31.9555,-109.0744,39.402687072753906
2023-02-04T00:00:00Z,31.9555,-109.0744,30.99671745300293
2023-02-05T00:00:00Z,31.9555,-109.0744,32.112709045410156
2023-02-06T00:00:00Z,31.9555,-109.0744,40.32070541381836
2023-02-07T00:00:00Z,31.9555,-109.0744,36.23472595214844
2023-02-08T00:00:00Z,31.9555,-109.0744,31.5906925201416
2023-02-09T00:00:00Z,31.9555,-109.0744,27.846717834472656
2023-02-10T00:00:00Z,31.9555,-109.0744,32.90471267700195
2023-02-11T00:00:00Z,31.9555,-109.0744,28.188720703125
2023-02-12T00:00:00Z,31.9555,-109.0744,26.8566837310791
2023-02-13T00:00:00Z,31.9555,-109.0744,33.4446907043457
2023-02-14T00:00:00Z,31.9555,-109.0744,37.188720703125
2023-02-15T00:00:00Z,31.9555,-109.0744,38.970703125
2023-02-16T00:00:00Z,31.9555,-109.0744,47.14271926879883
2023-02-17T00:00:00Z,31.9555,-109.0744,41.220703125
2023-02-18T00:00:00Z,31.9555,-109.0744,33.75071716308594
2023-02-19T00:00:00Z,31.9555,-109.0744,28.224700927734375
2023-02-20T00:00:00Z,31.9555,-109.0744,34.3807258605957
2023-02-21T00:00:00Z,31.9555,-109.0744,31.28472328186035
2023-02-22T00:00:00Z,31.9555,-109.0744,24.498687744140625
2023-02-23T00:00:00Z,31.9555,-109.0744,30.078699111938477
2023-02-24T00:00:00Z,31.9555,-109.0744,36.12672805786133
2023-02-25T00:00:00Z,31.9555,-109.0744,40.014678955078125
2023-02-26T00:00:00Z,31.9555,-109.0744,39.54671859741211
2023-02-27T00:00:00Z,31.9555,-109.0744,36.976192474365234
2023-02-28T00:00:00Z,31.9555,-109.0744,37.32121658325195
2023-03-01T00:00:00Z,31.9555,-109.0744,39.17521667480469
2023-03-02T00:00:00Z,31.9555,-109.0744,39.391204833984375
2023-03-03T00:00:00Z,31.9555,-109.0744,41.22718811035156
2023-03-04T00:00:00Z,31.9555,-109.0744,45.81721878051758
2023-03-05T00:00:00Z,31.9555,-109.0744,40.05719757080078
2023-03-06T00:00:00Z,31.9555,-109.0744,35.30522537231445
2023-03-07T00:00:00Z,31.9555,-109.0744,39.193233489990234
2023-03-08T00:00:00Z,31.9555,-109.0744,43.33320999145508
2023-03-09T00:00:00Z,31.9555,-109.0744,47.851226806640625
2023-03-10T00:00:00Z,31.9555,-109.0744,49.45320129394531
2023-03-11T00:00:00Z,31.9555,-109.0744,49.795204162597656
2023-03-12T00:00:00Z,31.9555,-109.0744,47.20320129394531
2023-03-13T00:00:00Z,31.9555,-109.0744,43.765193939208984
2023-03-14T00:00:00Z,31.9555,-109.0744,38.97718811035156
2023-03-15T00:00:00Z,31.9555,-109.0744,30.067218780517578
2023-03-16T00:00:00Z,31.9555,-109.0744,36.45719909667969
2023-03-17T00:00:00Z,31.9555,-109.0744,42.25320053100586
2023-03-18T00:00:00Z,31.9555,-109.0744,43.98118591308594
2023-03-19T00:00:00Z,31.9555,-109.0744,39.625213623046875
2023-03-20T00:00:00Z,31.9555,-109.0744,37.96919250488281
2023-03-21T00:00:00Z,31.9555,-109.0744,36.96119689941406
2023-03-22T00:00:00Z,31.9555,-109.0744,45.74520492553711
2023-03-23T00:00:00Z,31.9555,-109.0744,42.271217346191406
2023-03-24T00:00:00Z,31.9555,-109.0744,43.1531982421875
2023-03-25T00:00:00Z,31.9555,-109.0744,35.57521438598633
2023-03-26T00:00:00Z,31.9555,-109.0744,35.88118362426758
2023-03-27T00:00:00Z,31.9555,-109.0744,45.92521667480469
2023-03-28T00:00:00Z,31.9555,-109.0744,41.76721954345703
2023-03-29T00:00:00Z,31.9555,-109.0744,35.9351806640625
2023-03-30T00:00:00Z,31.9555,-109.0744,39.411529541015625
2023-03-31T00:00:00Z,31.9555,-109.0744,45.0495491027832
2023-04-01T00:00:00Z,31.9555,-109.0744,46.273536682128906
2023-04-02T00:00:00Z,31.9555,-109.0744,44.85152053833008
2023-04-03T00:00:00Z,31.9555,-109.0744,45.85951614379883
2023-04-04T00:00:00Z,31.9555,-109.0744,46.74150085449219
2023-04-05T00:00:00Z,31.9555,-109.0744,45.39149856567383
2023-04-06T00:00:00Z,31.9555,-109.0744,37.14752197265625
2023-04-07T00:00:00Z,31.9555,-109.0744,35.59954833984375
2023-04-08T00:00:00Z,31.9555,-109.0744,42.67353820800781
2023-04-09T00:00:00Z,31.9555,-109.0744,45.91351318359375
2023-04-10T00:00:00Z,31.9555,-109.0744,45.73350524902344
2023-04-11T00:00:00Z,31.9555,-109.0744,47.425506591796875
2023-04-12T00:00:00Z,31.9555,-109.0744,49.69352722167969
2023-04-13T00:00:00Z,31.9555,-109.0744,50.41351318359375
2023-04-14T00:00:00Z,31.9555,-109.0744,48.73952865600586
2023-04-15T00:00:00Z,31.9555,-109.0744,36.805519104003906
2023-04-16T00:00:00Z,31.9555,-109.0744,38.98350524902344
2023-04-17T00:00:00Z,31.9555,-109.0744,40.58552932739258
2023-04-18T00:00:00Z,31.9555,-109.0744,42.97950744628906
2023-04-19T00:00:00Z,31.9555,-109.0744,39.6135139465332
2023-04-20T00:00:00Z,31.9555,-109.0744,32.719539642333984
2023-04-21T00:00:00Z,31.9555,-109.0744,43.37550735473633
2023-04-22T00:00:00Z,31.9555,-109.0744,50.683502197265625
2023-04-23T00:00:00Z,31.9555,-109.0744,47.67753601074219
2023-04-24T00:00:00Z,31.9555,-109.0744,51.8895263671875
2023-04-25T00:00:00Z,31.9555,-109.0744,47.10152053833008
2023-04-26T00:00:00Z,31.9555,-109.0744,32.08952713012695
2023-04-27T00:00:00Z,31.9555,-109.0744,47.83952713012695
2023-04-28T00:00:00Z,31.9555,-109.0744,48.9375
2023-04-29T00:00:00Z,31.9555,-109.0744,48.886688232421875
2023-04-30T00:00:00Z,31.9555,-109.0744,47.10679626464844
2023-05-01T00:00:00Z,31.9555,-109.0744,44.37081527709961
2023-05-02T00:00:00Z,31.9555,-109.0744,48.09682846069336
2023-05-03T00:00:00Z,31.9555,-109.0744,57.420814514160156
2023-05-04T00:00:00Z,31.9555,-109.0744,55.29682922363281
2023-05-05T00:00:00Z,31.9555,-109.0744,56.952796936035156
2023-05-06T00:00:00Z,31.9555,-109.0744,55.96282196044922
2023-05-07T00:00:00Z,31.9555,-109.0744,55.854881286621094
2023-05-08T00:00:00Z,31.9555,-109.0744,52.686805725097656
2023-05-09T00:00:00Z,31.9555,-109.0744,52.398799896240234
2023-05-10T00:00:00Z,31.9555,-109.0744,54.66681671142578
2023-05-11T00:00:00Z,31.9555,-109.0744,51.246826171875
2023-05-12T00:00:00Z,31.9555,-109.0744,52.00279998779297
2023-05-13T00:00:00Z,31.9555,-109.0744,54.576839447021484
2023-05-14T00:00:00Z,31.9555,-109.0744,55.638832092285156
2023-05-15T00:00:00Z,31.9555,-109.0744,58.82481384277344
2023-05-16T00:00:00Z,31.9555,-109.0744,61.02081298828125
2023-05-17T00:00:00Z,31.9555,-109.0744,59.508819580078125
2023-05-18T00:00:00Z,31.9555,-109.0744,54.86479187011719
2023-05-19T00:00:00Z,31.9555,-109.0744,52.7947998046875
2023-05-20T00:00:00Z,31.9555,-109.0744,51.40882110595703
2023-05-21T00:00:00Z,31.9555,-109.0744,51.498802185058594
2023-05-22T00:00:00Z,31.9555,-109.0744,52.41681671142578
2023-05-23T00:00:00Z,31.9555,-109.0744,53.28083801269531
2023-05-24T00:00:00Z,31.9555,-109.0744,47.86287307739258
2023-05-25T00:00:00Z,31.9555,-109.0744,47.250823974609375
